List,Syns
"[1, 0]","[['podoconiosis'], ['Elephantiasis', 'elephantiasis']]"
"[3, 1, 0]","[['spastic ectropion'], ['Textbooks as Topic'], ['Chronic adenoiditis'], ['Spastic tetraplegia'], ['Serine Endopeptidases'], ['chronic adenoiditis', 'adenoiditis']]"
"[1, 0]","[['obsolete familial hypophosphatemia', 'familial hypophosphataemia', 'Hypophosphatemia, familial'], ['obsolete complex genetic disease']]"
"[1, 0]","[['obsolete Histoplasma capsulatum gastritis'], ['obsolete adnexal mucinous adenocarcinoma']]"
"[1, 0]","[['Mevalonate Kinase Deficiency', 'mevalonic aciduria'], ['benign paroxysmal peritonitis', 'familial Mediterranean fever']]"
"[1, 0]","[['nephronophthisis', 'medullary cystic kidney', 'medullary cystic disease'], ['Loken Senior syndrome', 'renal-retinal syndrome', 'Senior-Loken syndrome']]"
"[1, 0]","[['Plesiomonas shigelloides', 'Plesiomonas'], ['Caroli disease']]"
"[1, 0]","[['obsolete artemis deficiency'], ['benign vascular tumor']]"
[2],"[['familial periodic paralysis'], ['Hypokalemic periodic paralysis', 'familial hypokalemic periodic paralysis', 'hypokalemic periodic paralysis', 'Westphal disease', 'Periodic paralysis I', 'Hypokalemic familial periodic paralysis'], ['Timothy syndrome'], ['familial hyperkalemic periodic paralysis', 'hyperkalemic periodic paralysis']]"
"[1, 0]","[['chemical colitis'], ['diversion colitis']]"
"[1, 0]","[['cornea plana', 'flat cornea'], ['Peters anomaly']]"
"[1, 0]","[['omphalocele', 'omphalocoele'], ['umbilical hernia']]"
"[1, 0]","[['Drug Incompatibility'], ['drug allergy']]"
[0],"[['fish allergy'], ['Fishes, Poisonous'], ['Struck by other fish'], ['Spectroscopy', 'Analysis, Spectrum', 'Spectrometry', 'Spectrum Analysis'], ['Fish Flour'], ['Other fish poisoning'], ['Scombroid fish poisoning, undetermined']]"
"[1, 0]","[['FBH', 'FHH', 'FBHH', 'familial benign hypocalciuric hypercalcemia', 'familial hypocalciuric hypercalcemia', 'familial benign hypercalcemia'], ['calcium metabolism disease']]"
"[1, 0]","[['osteochondrodysplasia', 'Congenital anomaly of cartilage', 'Osteochondrodysplasia syndrome', 'Cartilage Development disorder', 'chondrodystrophy'], ['polyepiphyseal dysplasia', 'multiple epiphyseal dysplasia']]"
[5],"[['dry beriberi'], ['Beriberi'], ['Beriberi'], ['wet beriberi'], ['beriberi'], ['thiamine deficiency disease']]"
[1],"[['Tear film insufficiency, NOS', 'Dry eye syndrome'], ['Conjunctival xerosis', 'xerophthalmia'], ['Tear film insufficiency', 'dry eye syndrome']]"
[2],"[['papilledema'], ['Optic papillitis'], ['retinal edema'], ['optic papillitis', 'papillitis'], ['Papilledema']]"
"[2, 0]","[[""Brown's sheath syndrome"", 'Brown tendon sheath syndrome', ""Brown's (tendon) sheath syndrome"", ""Brown's tendon sheath syndrome""], ['Internuclear ophthalmoplegia'], ['disorder of eye movements', 'eye movement disorder', 'ocular motility disease'], ['ophthalmoplegia', 'oculomotor paralysis', 'Total ophthalmoplegia'], ['Internuclear ophthalmoplegia'], ['internuclear ophthalmoplegia']]"
[2],"[['Monocular esotropia'], ['monocular esotropia'], ['Auditory Pathways'], ['esotropia', 'Convergence in manifest squint', 'Internal Strabismus', 'crossed eyes']]"
"[1, 0]","[['Mumps polyneuropathy'], ['Rubulavirus infectious disease', 'obsolete Mumps virus infectious disease']]"
"[1, 0]","[[""Richter's syndrome"", 'Richter syndrome'], ['CLL', 'B-cell chronic lymphoid leukemia', 'B-cell chronic lymphocytic leukemia', 'chronic lymphocytic leukemia', 'chronic lymphatic leukemia']]"
[0],"[['meningoencephalitis', 'Meningoencephalitis'], ['polyneuropathy'], ['critical illness polyneuropathy'], ['Other polyneuropathies'], ['neuropathy', 'peripheral neuropathy']]"
"[1, 0]","[['Glucose: malabsorption', 'glucose intolerance', 'Glucose: intolerance', 'Malabsorption of glucose'], ['Prediabetes', 'prediabetic state', 'prediabetes syndrome']]"
"[2, 1, 0]","[['Glycoprotein', 'Glycoproteins', 'Neoglycoproteins'], ['basal ganglia cerebrovascular disease'], ['Anesthesia, Spinal']]"
[0],"[['hypersensitivity vasculitis'], ['anti-glomerular basement membrane disease', 'Goodpasture syndrome', 'anti-GBM disease'], ['Henoch-Sch@nlein purpura', 'Allergic purpura', 'Henoch-Schoenlein purpura', 'Henoch-Sch?nlein purpura', 'Autoimmune purpura'], ['IgA nephropathy', 'IGA glomerulonephritis', ""Berger's IgA or IgG nephropathy"", 'IgA glomerulonephritis', 'Focal Glomerulonephritis']]"
"[1, 0]","[['polyradiculopathy', 'Polyradiculopathy'], ['Cauda equina syndrome']]"
[0],"[['Thyroid insufficiency', 'hypothyroidism', 'Thyroid deficiency'], ['Myxedema'], ['myxedema']]"
[5],"[['visual epilepsy', 'epilepsy, visual'], ['reflex epilepsy', 'epilepsy, sensory-induced'], ['Glitazones', 'Thiazolidinediones'], ['partial motor epilepsy', 'epilepsy, focal motor', 'Focal motor seizure'], ['partial epilepsy', 'localisation-related epilepsy', 'focal epilepsy'], ['Tetrahymena thermophila']]"
[2],"[['Other superficial mycoses'], ['Other superficial mycoses'], ['Pinus sylvestris'], ['superficial keratitis']]"
[1],"[['Diverticulum of appendix'], ['beta thalassemia'], ['Toad, Argentine', 'Bufo arenarum'], ['Diverticulum of appendix']]"
"[1, 0]","[['delusional disorder'], ['chronic paranoid schizophrenia', 'paranoid schizophrenia', 'Paraphrenic schizophrenia', 'Paranoid type schizophrenia', 'Paraphrenia - late']]"
"[1, 0]","[['thyrotoxic exophthalmos'], ['Carbon dioxide']]"
[0],"[['primary cancer', 'cancer', 'malignant neoplasm', 'malignant tumor'], ['Dermatophytosis of foot', 'tinea pedis', ""Athlete's foot"", 'ringworm of foot'], ['Tinea Pedis', ""Athlete's Foot""]]"
