ID,Syn
"2,xref,DOID:0040056,DOID:0040046","[""""""chromium allergic contact dermatitis""""""],[""""""nickel allergic contact dermatitis"""""",""""""allergic contact dermatitis to Ni""""""]"
"2,xref,DOID:14482,DOID:0040098","[""""""Gestational herpes"""""",""""""herpes gestationis"""""",""""""pemphigoid gestationis""""""],[""""""pemphigus gestationis""""""]"
"2,xref,DOID:0040099,DOID:9540","[""""""livedoid vasculitis"""""",""""""livedoid vasculopathy""""""],[""""""vascular skin disease""""""]"
"2,xref,DOID:10400,DOID:0050004","[""""""Gonococcal seminal vesiculitis"""""",""""""gonococcal seminal vesiculitis"""""",""""""Gonorrhea of seminal vesicle""""""],[""""""seminal vesicle acute gonorrhea""""""]"
"6,xref,DOID:4336,DOID:12711,DOID:0050133,DOID:13902,DOID:1563,DOID:8913","[""""""tinea favosa"""""",""""""favus""""""],[""""""black piedra""""""],[""""""Steroid-modified tinea infection"""""",""""""superficial mycosis"""""",""""""piedra""""""],[""""""white piedra"""""",""""""White piedra"""""",""""""Tinea blanca""""""],[""""""dermatomycosis""""""],[""""""dermatophytosis""""""]"
"2,xref,DOID:0050138,DOID:4976","[""""""podoconiosis""""""],[""""""Elephantiasis"""""",""""""elephantiasis""""""]"
"2,xref,DOID:0050152,DOID:3240","[""""""aspiration pneumonia""""""],[""""""Mendelson's Syndrome"""""",""""""aspiration pneumonitis"""""",""""""Chemical pneumonitis""""""]"
"4,xref,DOID:2800,DOID:2797,DOID:0050156,DOID:3770","[""""""AIP"""""",""""""Hamman-Rich syndrome"""""",""""""acute interstitial pneumonia"""""",""""""accelerated interstitial pneumonia"""""",""""""Hamman-Rich disease"""""",""""""Idiopathic pulmonary fibrosis, acute fatal form""""""],[""""""IPF"""""",""""""Idiopathic fibrosing alveolitis"""""",""""""Diffuse idiopathic pulmonary fibrosis"""""",""""""idiopathic interstitial pneumonia""""""],[""""""idiopathic pulmonary fibrosis"""""",""""""IDIOPATHIC PULMONARY FIBROSIS, FAMILIAL"""""",""""""cryptogenic fibrosing alveolitis"""""",""""""FIBROCYSTIC PULMONARY DYSPLASIA""""""],[""""""pulmonary fibrosis"""""",""""""Fibrosis of lung""""""]"
"2,xref,DOID:0050161,DOID:974","[""""""lower respiratory tract disease""""""],[""""""upper respiratory tract disease""""""]"
"2,xref,DOID:0050166,DOID:2148","[""""""tuberculous salpingitis""""""],[""""""tuberculous oophoritis""""""]"
"8,xref,DOID:0111140,DOID:0070128,DOID:0050328,DOID:0070124,DOID:0070127,DOID:0070125,DOID:0070123,DOID:0070126","[""""""X-linked central congenital hypothyroidism with late-onset macroorchidism"""""",""""""CHTE"""""",""""""central hypothyroidism and testicular enlargement"""""",""""""IGSF1 deficiency syndrome"""""",""""""X-linked central congenital hypothyroidism with late-onset testicular enlargement""""""],[""""""CHNG6"""""",""""""congenital nongoitrous hypothyroidism 6""""""],[""""""congenital hypothyroidism""""""],[""""""CHNG2"""""",""""""congenital hypothyroidism due to thyroid dysgenesis or hypoplasia"""""",""""""congenital nongoitrous hypothyroidism 2""""""],[""""""CHNG3"""""",""""""congenital nongoitrous hypothyroidism 3""""""],[""""""CHNG5"""""",""""""congenital nongoitrous hypothyroidism 5""""""],[""""""isolated thyrotropin deficiency"""""",""""""CHNG4"""""",""""""congenital nongoitrous hypothyroidism 4""""""],[""""""TSH resistance"""""",""""""CHNG1"""""",""""""congenital nongoitrous hypothyroidism 1""""""]"
"9,xref,DOID:0110845,DOID:0110847,DOID:0110843,DOID:0110844,DOID:0050427,DOID:0110849,DOID:0110846,DOID:0110850,DOID:0110848","[""""""XP4"""""",""""""XP group H"""""",""""""XP group D"""""",""""""xeroderma pigmentosum group D"""""",""""""XPD"""""",""""""XP8""""""],[""""""xeroderma pigmentosum with normal DNA repair rates"""""",""""""XPV"""""",""""""photosensitivity with defective DNA synthesis"""""",""""""xeroderma pigmentosum variant type""""""],[""""""xeroderma pigmentosum 1"""""",""""""XPA"""""",""""""xeroderma pigmentosum complementation group A"""""",""""""xeroderma pigmentosum group A"""""",""""""XP group A"""""",""""""XP1""""""],[""""""XPCC"""""",""""""XP3"""""",""""""XP group C"""""",""""""xeroderma pigmentosum III"""""",""""""xeroderma pigmentosum group C"""""",""""""XPC""""""],[""""""xeroderma pigmentosum""""""],[""""""xeroderma pigmentosum group G"""""",""""""XP7"""""",""""""XPG"""""",""""""XP group G"""""",""""""xeroderma pigmentosum VII""""""],[""""""xeroderma pigmentosum group E"""""",""""""xeroderma pigmentosum V"""""",""""""XPE"""""",""""""XP5"""""",""""""XP group E""""""],[""""""xeroderma pigmentosum group B"""""",""""""XP group B"""""",""""""XPB"""""",""""""XPBC""""""],[""""""xeroderma pigmentosum group F"""""",""""""XPF"""""",""""""XP6"""""",""""""XP group F"""""",""""""xeroderma pigmentosum VI""""""]"
"2,xref,DOID:0050428,DOID:3390","[""""""nonepidermolytic palmoplantar keratoderma"""""",""""""tylosis"""""",""""""Thost-Unna Syndrome"""""",""""""Unna-Thost Syndrome"""""",""""""diffuse nonepidermolytic palmomplantar keratoderma""""""],[""""""Keratosis palmaris et plantaris"""""",""""""palmoplantar keratosis"""""",""""""Palmoplantar Keratoderma""""""]"
